Company,TypeName,OpSys,Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),HDD,Hybrid,SSD,Flash Storage,GpuProducer,Ram (GB),Weight (kg),Price_euros
Asus,Notebook,No OS,1366,768,No,Intel,2.3,1024,0,0,0,Nvidia,4,2.45,579.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.3,0,0,180,0,Intel,4,1.7,1096.0
Asus,Notebook,Windows 10,1366,768,No,Intel,2.7,0,0,256,0,Intel,4,2.37,849.9
Lenovo,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,1.8,0,0,256,0,Intel,8,1.3,1199.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.2,1099.0
HP,Workstation,Windows 7,1920,1080,No,Intel,2.6,0,0,256,0,Nvidia,8,2.59,1561.0
Dell,Gaming,Windows 10,3840,2160,No,Intel,2.8,1024,0,256,0,Nvidia,16,4.42,2868.99
Acer,Notebook,Windows 10,1366,768,No,Intel,2.5,0,0,256,0,Intel,4,2.1,599.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.5,1048.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Intel,16,1.18,1859.0
Other,Ultrabook,Chrome OS,2400,1600,Yes,Intel,1.2,0,0,256,0,Intel,8,1.1,1559.0
Asus,Ultrabook,Windows 10,3200,1800,No,Intel,2.5,0,0,256,0,Intel,8,1.2,1129.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,1.65,849.0
Acer,Notebook,Windows 10,1366,768,No,Intel,2.3,0,0,128,0,Intel,4,1.6,655.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,1024,0,0,0,Nvidia,4,2.8,470.34
Dell,Gaming,Windows 10,3840,2160,Yes,Intel,2.6,1024,0,128,0,Nvidia,16,2.72,1099.0
Other,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,256,0,Intel,8,1.31,1599.0
Acer,Notebook,Linux,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.1,298.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,AMD,16,2.3,1181.27
Other,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,256,0,AMD,16,1.71,1799.0
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.3,0,0,128,0,Intel,4,1.75,1020.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,2.62,1099.0
HP,Ultrabook,Windows 10,1366,768,No,Intel,2.3,0,0,256,0,Intel,4,1.26,1244.0
Asus,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,2048,0,0,0,Nvidia,12,2.3,839.0
Lenovo,Notebook,Windows 7,3840,2160,No,Intel,2.7,0,0,512,0,Nvidia,16,2.5,2370.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,128,0,Intel,4,1.8,636.0
Other,Gaming,Windows 10,1920,1080,No,Intel,2.8,0,0,512,0,Nvidia,16,1.95,2899.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,1.1,0,0,128,0,Intel,8,2.0,581.9
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,1024,0,Nvidia,32,4.42,3588.8
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,256,0,Nvidia,16,4.3,2350.0
Toshiba,Ultrabook,Windows 10,1920,1080,No,Intel,2.6,0,0,512,0,Nvidia,16,1.47,1764.0
Lenovo,Notebook,No OS,1366,768,No,Intel,1.6,1024,0,0,0,Intel,8,2.2,329.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,16,1.7,2299.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,1.6,1891.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.2,1089.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,4,2.4,999.0
Acer,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,4.2,2299.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.62,985.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.24,1339.0
Other,Notebook,Windows 10,1920,1080,No,Intel,1.1,0,0,0,32,Intel,4,1.22,202.9
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,8,1.37,1970.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,AMD,8,2.08,959.0
Apple,Ultrabook,macOS,2304,1440,No,Intel,1.2,0,0,0,512,Intel,8,0.92,1165.0
Lenovo,2 in 1 Convertible,Windows 10,2560,1440,Yes,Intel,2.5,0,0,256,0,Intel,8,1.42,2330.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,0,0,0,32,Intel,4,1.63,299.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,0,0,128,0,Intel,8,1.95,810.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,256,0,Intel,8,1.38,1349.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.0,0,0,256,0,AMD,8,2.0,739.0
HP,Workstation,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,3.14,2064.9
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.37,1099.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.29,1499.0
Dell,Notebook,Windows 10,3840,2160,Yes,Intel,2.5,0,0,256,0,Nvidia,8,2.06,1749.0
Dell,Netbook,Windows 10,1366,768,No,Intel,1.1,0,0,128,0,Intel,4,1.63,744.0
HP,Netbook,Windows 10,1366,768,No,Intel,2.6,0,0,256,0,Intel,8,1.26,1389.0
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.3,500,0,0,0,Intel,4,2.1,780.0
HP,Notebook,Windows 10,1366,768,No,AMD,2.5,2048,0,0,0,AMD,8,2.04,629.0
Dell,Gaming,Windows 10,3840,2160,No,Intel,2.8,0,0,512,0,Nvidia,16,2.62,1679.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,4,2.4,609.0
HP,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,AMD,12,3.74,1749.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,512,0,Nvidia,16,2.9,2415.0
Other,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,0.81,1499.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,8,1.98,961.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,AMD,8,2.18,789.81
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.32,1859.0
Other,Ultrabook,Windows 10,3840,2160,Yes,Intel,2.5,0,0,512,0,Intel,16,1.29,1799.0
HP,Netbook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,16,Intel,4,1.23,385.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,16,4.36,2505.02
Dell,Notebook,Windows 10,1366,768,No,Intel,2.3,500,0,0,0,Intel,4,1.76,755.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,2.1,489.9
Toshiba,Ultrabook,Windows 10,1366,768,No,Intel,2.5,0,0,128,0,Intel,4,1.25,1090.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,8,1.13,2499.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.4,1199.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,0,256,Intel,8,1.13,1875.0
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.1,0,0,128,0,Intel,4,1.75,499.0
Asus,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.1,1358.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,1.76,585.0
Acer,Netbook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,32,Intel,4,1.35,355.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,128,0,Intel,8,1.5,619.0
Other,Gaming,Windows 10,3840,2160,Yes,Intel,2.9,0,0,512,0,Nvidia,32,3.49,5499.0
Lenovo,Ultrabook,Windows 10,2560,1440,No,Intel,2.6,0,0,512,0,Intel,16,1.1,2099.0
Asus,Notebook,Linux,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,4,2.1,519.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.7,1186.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,8,1.32,1650.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,3.21,2774.63
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.9,2419.0
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.4,500,0,0,0,Intel,4,2.0,669.0
Lenovo,Notebook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,16,Intel,4,1.5,325.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.5,128,0,0,0,Intel,8,2.3,590.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,512,0,Nvidia,16,2.73,1799.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,512,0,Nvidia,32,4.42,3072.89
HP,Notebook,Windows 10,1600,900,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.63,910.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,0,0,128,0,Intel,8,2.18,713.99
HP,Ultrabook,Windows 7,1920,1080,No,Intel,2.5,0,0,512,0,Intel,8,1.54,1870.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,AMD,4,2.18,739.0
HP,2 in 1 Convertible,Chrome OS,1366,768,Yes,Intel,1.1,0,0,0,32,Intel,4,1.4,615.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.3,0,0,512,0,Nvidia,8,1.45,1026.0
HP,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.28,2277.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,512,0,Intel,8,1.54,1468.0
HP,Notebook,No OS,1366,768,No,Intel,1.6,0,0,128,0,Intel,4,1.86,299.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,16,2.1,1899.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.7,1024,0,0,0,AMD,8,2.83,865.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,1.96,1903.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,8,2.3,787.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,128,0,Intel,8,1.9,945.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.0,449.0
HP,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.8,0,0,256,0,Intel,8,1.28,2559.0
Dell,Notebook,Windows 10,1920,1080,Yes,Intel,2.3,1024,0,0,0,Intel,8,1.62,649.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.0,1024,0,0,0,Intel,4,2.2,469.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,8,2.3,850.66
HP,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,AMD,8,1.84,1349.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,128,0,Intel,4,1.05,1285.0
Lenovo,Gaming,No OS,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.5,1017.0
Dell,Ultrabook,Windows 10,3200,1800,Yes,Intel,2.5,0,0,512,0,Intel,16,1.29,2240.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.3,500,0,0,0,Intel,4,2.07,910.0
Toshiba,Ultrabook,Windows 10,1366,768,No,Intel,2.3,0,0,256,0,Intel,8,1.2,1095.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,256,0,Intel,8,1.37,1950.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.56,902.0
Dell,Workstation,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,2.23,1778.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Intel,4,2.38,1055.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.0,1024,0,0,0,AMD,4,2.2,479.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,2.0,1388.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,180,0,Intel,4,1.44,735.0
Other,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,16,1.23,1849.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Intel,8,1.6,1690.0
Asus,Notebook,Linux,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.0,398.99
Other,Ultrabook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Nvidia,8,1.28,935.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,4,2.18,912.5
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,4,2.04,839.0
HP,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,4,1.28,1700.0
HP,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,2.5,500,0,0,0,Intel,4,2.3,684.8
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,0,0,0,32,Intel,4,1.65,348.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.2,669.0
Dell,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.2,369.0
HP,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,4,1.28,1799.0
Dell,Notebook,Linux,1366,768,No,Intel,2.0,1024,0,0,0,AMD,4,2.18,455.7
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,12,2.2,1369.9
Acer,Netbook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,32,Intel,4,1.25,297.0
Lenovo,Notebook,Windows 10,1600,900,No,AMD,2.2,500,0,0,0,AMD,4,2.8,379.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,128,0,Intel,4,1.95,1265.0
HP,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,2.7,0,0,256,0,Intel,16,1.42,1399.0
Other,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.17,1699.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.32,1799.0
MSI,Gaming,Windows 10,3840,2160,No,Intel,2.6,2048,0,512,0,Nvidia,16,2.43,2649.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.05,1475.0
Dell,Gaming,Linux,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,2.62,929.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,8,2.04,900.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,1024,0,0,0,AMD,4,2.18,614.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.6,500,0,0,0,Intel,8,1.9,935.0
Dell,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,1.3,0,0,512,0,Intel,8,1.24,2013.1
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Nvidia,32,3.58,1279.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.3,0,0,256,0,Intel,16,1.22,1649.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,0,256,Intel,8,1.13,2049.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,512,0,Intel,8,1.95,1962.99
Other,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,16,1.08,2099.0
HP,Netbook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,8,1.26,1483.0
Acer,Notebook,Chrome OS,1920,1080,No,Intel,1.5,0,0,0,16,Intel,4,2.2,359.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.3,1024,0,128,0,Nvidia,8,2.6,789.0
Other,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,8,0.98,1899.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Intel,8,1.6,1205.0
HP,Ultrabook,Windows 10,3840,2160,Yes,Intel,1.2,0,0,240,0,Intel,8,1.09,3100.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,6,2.2,789.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,8,2.04,1018.99
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.4,1024,0,0,0,Intel,4,2.4,499.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,128,0,Intel,4,1.44,881.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.49,960.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.7,1599.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,16,2.6,1349.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.2,1119.91
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,AMD,4,2.18,684.99
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,AMD,8,1.84,1296.99
HP,Ultrabook,Windows 10,3200,1800,Yes,Intel,2.7,0,0,256,0,Intel,8,1.39,1149.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Nvidia,16,2.4,1975.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,512,0,Intel,8,1.37,1825.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.3,500,0,0,0,Intel,4,1.95,729.9
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.36,1650.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,2.31,1165.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,Intel,4,2.18,708.06
HP,Notebook,Windows 10,1366,768,No,Intel,2.3,500,0,0,0,Intel,4,1.95,1149.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.2,309.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.3,500,0,0,0,Intel,4,1.26,1579.0
HP,Notebook,No OS,1366,768,No,Intel,1.6,1024,0,0,0,Intel,4,1.86,288.9
Lenovo,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,2.2,0,0,1024,0,Intel,16,1.3,1799.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,128,0,Intel,4,1.47,1105.0
HP,Netbook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.26,1669.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,1024,0,0,0,Intel,4,2.18,558.6
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.2,1199.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.36,1639.0
Dell,Gaming,Windows 10,2560,1440,No,Intel,2.7,1024,0,512,0,Nvidia,16,4.36,2758.0
HP,Gaming,Windows 10,1920,1080,No,Intel,2.3,1024,0,128,0,Nvidia,8,2.75,1399.0
Asus,Notebook,Windows 10,1600,900,No,Intel,1.6,1024,0,0,0,Nvidia,4,2.8,530.0
Acer,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Intel,4,2.23,619.0
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.3,0,0,256,0,Intel,8,2.2,1119.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.2,0,0,256,0,Intel,8,1.1,1299.0
Lenovo,Gaming,Windows 10,1920,1080,No,AMD,2.1,1024,0,512,0,AMD,16,2.5,999.0
Dell,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.36,1472.2
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,8,2.2,685.0
Dell,Notebook,Windows 10,1600,900,No,Intel,2.0,1024,0,0,0,AMD,4,2.36,659.0
Acer,Notebook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,32,Intel,4,1.68,349.0
HP,Workstation,Windows 10,1920,1080,No,Intel,2.7,0,0,8,0,Nvidia,8,2.0,2249.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Intel,8,1.36,1775.0
Toshiba,Notebook,Windows 7,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.2,1460.0
Asus,2 in 1 Convertible,Chrome OS,1920,1080,No,Intel,1.2,0,0,0,64,Intel,8,1.2,1159.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,8,1.7,1488.99
Dell,Gaming,Windows 10,3840,2160,No,Intel,2.8,1024,0,512,0,Nvidia,16,4.36,3154.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.2,0,0,256,0,Intel,8,1.24,1899.0
HP,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,1.1,0,0,256,0,Intel,4,1.45,775.0
Dell,Ultrabook,Windows 10,3200,1800,No,Intel,2.5,0,0,256,0,Intel,8,1.3,1268.0
Acer,2 in 1 Convertible,Chrome OS,1366,768,Yes,Intel,1.6,0,0,0,32,Intel,4,1.25,389.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,256,0,Intel,8,1.2,1535.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,8,1.36,1760.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,12,2.4,1009.0
Toshiba,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,8,1.1,1790.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.04,846.5
Dell,Notebook,Linux,1366,768,No,Intel,2.0,1024,0,0,0,AMD,4,2.25,465.62
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Intel,4,1.9,825.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.4,500,0,0,0,Intel,4,2.04,685.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,32,4.42,3149.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,6,2.4,695.0
Dell,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,1.3,0,0,512,0,Intel,16,1.22,1899.0
Dell,Ultrabook,Windows 10,2560,1440,Yes,Intel,2.6,0,0,256,0,Intel,8,1.5,1962.98
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,256,0,Nvidia,32,4.42,2800.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.95,1180.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.73,2049.9
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,128,0,Nvidia,8,2.04,979.0
Lenovo,Notebook,Windows 7,1366,768,No,Intel,2.3,0,508,0,0,Intel,4,1.7,1002.0
Asus,2 in 1 Convertible,Windows 10,3840,2160,Yes,Intel,2.7,2048,0,512,0,Nvidia,16,2.3,1799.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.7,1024,0,0,0,Intel,6,2.04,579.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.99,1749.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,12,2.19,1299.0
Toshiba,Notebook,Windows 7,1920,1080,No,Intel,2.3,0,0,128,0,Intel,4,1.2,1195.0
Lenovo,Notebook,Windows 10,1920,1080,No,AMD,3.6,0,0,256,0,AMD,6,2.2,549.0
Other,Notebook,Windows 10,1366,768,No,Intel,2.3,0,0,256,0,Intel,4,2.3,649.0
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.3,500,0,0,0,Intel,4,1.75,915.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,AMD,4,2.25,599.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,8,2.04,806.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.5,1189.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.7,1024,0,0,0,AMD,8,2.36,749.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,128,0,Intel,8,1.6,1119.0
HP,Netbook,Windows 10,1920,1080,No,Intel,1.2,0,0,512,0,Intel,8,0.97,1908.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.0,1024,0,128,0,AMD,4,2.1,499.0
Lenovo,Notebook,No OS,1366,768,No,Intel,1.1,0,0,128,0,Intel,4,1.9,270.62
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,2.3,1349.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.68,889.0
Asus,Notebook,Windows 10,3200,1800,No,Intel,2.5,0,0,256,0,Intel,8,1.4,1150.0
HP,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,256,0,Intel,8,1.11,1349.0
Acer,Notebook,Windows 10,1366,768,No,Intel,1.1,500,0,0,0,Intel,4,2.4,380.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.5,1799.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,8,1.48,2089.0
