Company,TypeName,Ram (GB),OpSys,Weight (kg),Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),MemoryType,CombinedMemoryCapacity (GB),GpuProducer,Price_euros
Asus,Ultrabook,8,Windows 10,1.2,3200,1800,No,Intel,2.5,SSD,256,Intel,1129.0
Dell,Notebook,4,Windows 10,1.65,1366,768,No,Intel,2.0,HDD,500,Intel,849.0
Acer,Notebook,4,Windows 10,1.6,1366,768,No,Intel,2.3,SSD,128,Intel,655.0
Asus,Notebook,4,Windows 10,2.8,1366,768,No,Intel,1.1,HDD,1024,Nvidia,470.34
Dell,Gaming,16,Windows 10,2.72,3840,2160,Yes,Intel,2.6,"SSD, HDD",1152,Nvidia,1099.0
Samsung,Ultrabook,8,Windows 10,1.31,1920,1080,Yes,Intel,2.7,SSD,256,Intel,1599.0
Acer,Notebook,4,Linux,2.1,1366,768,No,Intel,1.1,HDD,1024,Intel,298.0
Dell,Notebook,16,Windows 10,2.3,1920,1080,No,Intel,2.7,SSD,256,AMD,1181.27
Samsung,2 in 1 Convertible,16,Windows 10,1.71,1920,1080,Yes,Intel,2.7,SSD,256,AMD,1799.0
Toshiba,Notebook,4,Windows 10,1.75,1366,768,No,Intel,2.3,SSD,128,Intel,1020.0
Dell,Gaming,8,Windows 10,2.62,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,1099.0
HP,Ultrabook,4,Windows 10,1.26,1366,768,No,Intel,2.3,SSD,256,Intel,1244.0
Asus,2 in 1 Convertible,12,Windows 10,2.3,1920,1080,Yes,Intel,2.7,HDD,2048,Nvidia,839.0
Lenovo,Notebook,16,Windows 7,2.5,3840,2160,No,Intel,2.7,SSD,512,Nvidia,2370.0
Acer,Notebook,4,Windows 10,1.8,1920,1080,No,Intel,2.4,SSD,128,Intel,636.0
Razer,Gaming,16,Windows 10,1.95,1920,1080,No,Intel,2.8,SSD,512,Nvidia,2899.0
Asus,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,1.1,SSD,128,Intel,581.9
Dell,Gaming,32,Windows 10,4.42,1920,1080,No,Intel,2.8,"SSD, HDD",2048,Nvidia,3588.8
Asus,Gaming,16,Windows 10,4.3,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,2350.0
Toshiba,Ultrabook,16,Windows 10,1.47,1920,1080,No,Intel,2.6,SSD,512,Nvidia,1764.0
Lenovo,Notebook,8,No OS,2.2,1366,768,No,Intel,1.6,HDD,1024,Intel,329.0
Lenovo,Ultrabook,16,Windows 10,1.7,1920,1080,No,Intel,2.7,SSD,512,Intel,2299.0
MSI,Gaming,16,Windows 10,1.6,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1891.0
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,1089.0
Lenovo,Gaming,4,Windows 10,2.4,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,999.0
Acer,Gaming,16,Windows 10,4.2,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2299.0
Dell,Gaming,8,Windows 10,2.62,1920,1080,No,Intel,2.5,SSD,256,Nvidia,985.0
Asus,Gaming,8,Windows 10,2.24,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1339.0
Vero,Notebook,4,Windows 10,1.22,1920,1080,No,Intel,1.1,Flash Storage,32,Intel,202.9
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1920,1080,Yes,Intel,2.7,SSD,512,Intel,1970.0
Lenovo,2 in 1 Convertible,8,Windows 10,2.08,1920,1080,Yes,Intel,2.5,SSD,256,AMD,959.0
Apple,Ultrabook,8,Mac OS X,0.92,2304,1440,No,Intel,1.2,Flash Storage,512,Intel,1165.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.42,2560,1440,Yes,Intel,2.5,SSD,256,Intel,2330.0
Asus,Notebook,4,Windows 10,1.63,1366,768,No,Intel,1.1,Flash Storage,32,Intel,299.0
Dell,Notebook,8,Windows 10,1.95,1366,768,No,Intel,2.5,SSD,128,Intel,810.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.38,1920,1080,Yes,Intel,2.7,SSD,256,Intel,1349.0
Dell,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,2.0,SSD,256,AMD,739.0
HP,Workstation,8,Windows 10,3.14,1920,1080,No,Intel,2.8,SSD,256,Nvidia,2064.9
Asus,Notebook,8,Windows 10,2.37,1920,1080,No,Intel,2.5,SSD,256,Intel,1099.0
Dell,Ultrabook,8,Windows 10,1.29,1920,1080,No,Intel,2.5,SSD,256,Intel,1499.0
Dell,Notebook,8,Windows 10,2.06,3840,2160,Yes,Intel,2.5,SSD,256,Nvidia,1749.0
Dell,Netbook,4,Windows 10,1.63,1366,768,No,Intel,1.1,SSD,128,Intel,744.0
HP,Netbook,8,Windows 10,1.26,1366,768,No,Intel,2.6,SSD,256,Intel,1389.0
Toshiba,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.3,HDD,500,Intel,780.0
HP,Notebook,8,Windows 10,2.04,1366,768,No,AMD,2.5,HDD,2048,AMD,629.0
Dell,Gaming,16,Windows 10,2.62,3840,2160,No,Intel,2.8,SSD,512,Nvidia,1679.0
Lenovo,Notebook,4,Windows 10,2.4,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,609.0
HP,Gaming,12,Windows 10,3.74,1920,1080,No,Intel,2.8,HDD,1024,AMD,1749.0
MSI,Gaming,16,Windows 10,2.9,1920,1080,No,Intel,2.8,"SSD, HDD",1536,Nvidia,2415.0
Samsung,Ultrabook,8,Windows 10,0.81,1920,1080,No,Intel,2.5,SSD,256,Intel,1499.0
Dell,Notebook,8,Windows 10,1.98,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,961.0
Dell,Notebook,8,Windows 10,2.18,1920,1080,No,Intel,2.5,SSD,256,AMD,789.81
Lenovo,Ultrabook,8,Windows 10,1.32,1920,1080,No,Intel,2.7,SSD,256,Intel,1859.0
Razer,Ultrabook,16,Windows 10,1.29,3840,2160,Yes,Intel,2.5,SSD,512,Intel,1799.0
HP,Netbook,4,Chrome OS,1.23,1366,768,No,Intel,1.6,Flash Storage,16,Intel,385.0
Dell,Gaming,16,Windows 10,4.36,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,2505.02
Dell,Notebook,4,Windows 10,1.76,1366,768,No,Intel,2.3,HDD,500,Intel,755.0
Lenovo,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.0,HDD,500,Intel,489.9
Toshiba,Ultrabook,4,Windows 10,1.25,1366,768,No,Intel,2.5,SSD,128,Intel,1090.0
Lenovo,Ultrabook,8,Windows 10,1.13,1920,1080,No,Intel,2.7,SSD,512,Intel,2499.0
MSI,Gaming,8,Windows 10,2.4,1920,1080,No,Intel,2.5,SSD,256,Nvidia,1199.0
Lenovo,Ultrabook,8,Windows 10,1.13,1920,1080,No,Intel,2.5,Flash Storage,256,Intel,1875.0
Toshiba,Notebook,4,Windows 10,1.75,1366,768,No,Intel,2.1,SSD,128,Intel,499.0
Asus,2 in 1 Convertible,8,Windows 10,1.1,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1358.0
Dell,Notebook,4,Windows 10,1.76,1366,768,No,Intel,2.0,HDD,500,Intel,585.0
Acer,Netbook,4,Chrome OS,1.35,1366,768,No,Intel,1.6,Flash Storage,32,Intel,355.0
Acer,Notebook,8,Windows 10,1.5,1920,1080,No,Intel,2.4,SSD,128,Intel,619.0
Razer,Gaming,32,Windows 10,3.49,3840,2160,Yes,Intel,2.9,SSD,512,Nvidia,5499.0
Lenovo,Ultrabook,16,Windows 10,1.1,2560,1440,No,Intel,2.6,SSD,512,Intel,2099.0
Asus,Notebook,4,Linux,2.1,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,519.0
Lenovo,Notebook,8,Windows 10,1.7,1920,1080,No,Intel,2.3,SSD,256,Intel,1186.0
Lenovo,Notebook,8,Windows 10,1.32,1920,1080,No,Intel,2.6,SSD,256,Intel,1650.0
Dell,Gaming,16,Windows 10,3.21,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2774.63
Asus,Gaming,16,Windows 10,2.9,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2419.0
Toshiba,Notebook,4,Windows 10,2.0,1366,768,No,Intel,2.4,HDD,500,Intel,669.0
Lenovo,Notebook,4,Chrome OS,1.5,1366,768,No,Intel,1.6,Flash Storage,16,Intel,325.0
Asus,Notebook,8,Windows 10,2.3,1920,1080,No,Intel,2.5,HDD,128,Intel,590.0
Asus,Gaming,16,Windows 10,2.73,1920,1080,No,Intel,2.6,"SSD, HDD",1536,Nvidia,1799.0
Dell,Gaming,32,Windows 10,4.42,1920,1080,No,Intel,2.8,"SSD, HDD",1536,Nvidia,3072.89
HP,Notebook,8,Windows 10,2.63,1600,900,No,Intel,2.5,HDD,1024,Nvidia,910.0
Dell,Notebook,8,Windows 10,2.18,1366,768,No,Intel,2.5,SSD,128,Intel,713.99
HP,Ultrabook,8,Windows 7,1.54,1920,1080,No,Intel,2.5,SSD,512,Intel,1870.0
Dell,Notebook,4,Windows 10,2.18,1920,1080,No,Intel,2.7,SSD,256,AMD,739.0
HP,2 in 1 Convertible,4,Chrome OS,1.4,1366,768,Yes,Intel,1.1,Flash Storage,32,Intel,615.0
Asus,Ultrabook,8,Windows 10,1.45,1920,1080,No,Intel,2.3,SSD,512,Nvidia,1026.0
HP,2 in 1 Convertible,8,Windows 10,1.28,1920,1080,Yes,Intel,2.5,SSD,256,Intel,2277.0
HP,Ultrabook,8,Windows 10,1.54,1920,1080,No,Intel,2.5,SSD,512,Intel,1468.0
HP,Notebook,4,No OS,1.86,1366,768,No,Intel,1.6,SSD,128,Intel,299.0
Asus,Gaming,16,Windows 10,2.1,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1899.0
Dell,Notebook,8,Linux,2.83,1920,1080,No,Intel,2.7,HDD,1024,AMD,865.0
Lenovo,Ultrabook,8,Windows 10,1.96,1920,1080,No,Intel,2.8,SSD,256,Nvidia,1903.0
Asus,Notebook,8,Windows 10,2.3,1920,1080,No,Intel,2.7,SSD,256,Nvidia,787.0
Dell,Notebook,8,Windows 10,1.9,1920,1080,No,Intel,2.5,SSD,128,Intel,945.0
Asus,Notebook,4,Windows 10,2.0,1366,768,No,Intel,1.1,HDD,1024,Intel,449.0
HP,2 in 1 Convertible,8,Windows 10,1.28,1920,1080,Yes,Intel,2.8,SSD,256,Intel,2559.0
Dell,Notebook,8,Windows 10,1.62,1920,1080,Yes,Intel,2.3,HDD,1024,Intel,649.0
Lenovo,Notebook,4,No OS,2.2,1920,1080,No,Intel,2.0,HDD,1024,Intel,469.0
Lenovo,Notebook,8,Windows 10,2.3,1920,1080,No,Intel,2.5,HDD,1024,Intel,850.66
HP,Notebook,8,Windows 10,1.84,1920,1080,No,Intel,2.6,SSD,256,AMD,1349.0
Toshiba,Notebook,4,Windows 10,1.05,1920,1080,No,Intel,2.5,SSD,128,Intel,1285.0
Lenovo,Gaming,8,No OS,2.5,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,1017.0
Dell,Ultrabook,16,Windows 10,1.29,3200,1800,Yes,Intel,2.5,SSD,512,Intel,2240.0
HP,Notebook,4,Windows 10,2.07,1920,1080,No,Intel,2.3,HDD,500,Intel,910.0
Toshiba,Ultrabook,8,Windows 10,1.2,1366,768,No,Intel,2.3,SSD,256,Intel,1095.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1920,1080,Yes,Intel,2.7,SSD,256,Intel,1950.0
Acer,Notebook,8,Windows 10,1.56,1920,1080,No,Intel,2.5,SSD,256,Intel,902.0
Dell,Workstation,8,Windows 10,2.23,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,1778.0
Lenovo,Notebook,4,Windows 10,2.38,1366,768,No,Intel,2.5,HDD,500,Intel,1055.0
Lenovo,Notebook,4,No OS,2.2,1920,1080,No,Intel,2.0,HDD,1024,AMD,479.0
Toshiba,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,2.7,SSD,256,Intel,1388.0
Lenovo,Notebook,4,Windows 10,1.44,1920,1080,No,Intel,2.4,SSD,180,Intel,735.0
Samsung,Ultrabook,16,Windows 10,1.23,1920,1080,No,Intel,2.7,SSD,256,Nvidia,1849.0
Dell,Ultrabook,8,Windows 10,1.6,1920,1080,No,Intel,2.8,SSD,256,Intel,1690.0
Asus,Notebook,4,Linux,2.0,1366,768,No,Intel,1.1,HDD,1024,Intel,398.99
Xiaomi,Ultrabook,8,Windows 10,1.28,1920,1080,No,Intel,2.3,SSD,256,Nvidia,935.0
Dell,Notebook,4,Windows 10,2.18,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,912.5
HP,Notebook,4,Windows 10,2.04,1920,1080,No,Intel,2.5,SSD,256,Intel,839.0
HP,2 in 1 Convertible,4,Windows 10,1.28,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1700.0
HP,2 in 1 Convertible,4,Windows 10,2.3,1366,768,Yes,Intel,2.5,HDD,500,Intel,684.8
Asus,Notebook,4,Windows 10,1.65,1366,768,No,Intel,1.1,Flash Storage,32,Intel,348.0
Lenovo,Notebook,8,Windows 10,2.2,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,669.0
Dell,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,369.0
HP,2 in 1 Convertible,4,Windows 10,1.28,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1799.0
Dell,Notebook,4,Linux,2.18,1366,768,No,Intel,2.0,HDD,1024,AMD,455.7
Asus,Gaming,12,Windows 10,2.2,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,1369.9
Acer,Netbook,4,Chrome OS,1.25,1366,768,No,Intel,1.6,Flash Storage,32,Intel,297.0
Lenovo,Notebook,4,Windows 10,2.8,1600,900,No,AMD,2.2,HDD,500,AMD,379.0
HP,Notebook,4,Windows 10,1.95,1920,1080,No,Intel,2.5,SSD,128,Intel,1265.0
HP,2 in 1 Convertible,16,Windows 10,1.42,3200,1800,Yes,Intel,2.7,SSD,256,Intel,1399.0
Samsung,Ultrabook,8,Windows 10,1.17,1920,1080,No,Intel,2.7,SSD,256,Intel,1699.0
Lenovo,Ultrabook,8,Windows 10,1.32,1920,1080,No,Intel,2.5,SSD,256,Intel,1799.0
MSI,Gaming,16,Windows 10,2.43,3840,2160,No,Intel,2.6,"SSD, HDD",2560,Nvidia,2649.0
Toshiba,Notebook,8,Windows 10,1.05,1920,1080,No,Intel,2.5,SSD,256,Intel,1475.0
Dell,Gaming,8,Linux,2.62,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,929.0
HP,Notebook,8,Windows 10,2.04,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,900.0
Dell,Notebook,4,Windows 10,2.18,1366,768,No,Intel,2.0,HDD,1024,AMD,614.0
Dell,Notebook,8,Windows 10,1.9,1920,1080,No,Intel,2.6,HDD,500,Intel,935.0
Dell,2 in 1 Convertible,8,Windows 10,1.24,3200,1800,Yes,Intel,1.3,SSD,512,Intel,2013.1
Asus,Gaming,32,Windows 10,3.58,1920,1080,No,Intel,2.7,"SSD, SSD",512,Nvidia,1279.0
Dell,2 in 1 Convertible,16,Windows 10,1.22,1920,1080,Yes,Intel,1.3,SSD,256,Intel,1649.0
Lenovo,Ultrabook,8,Windows 10,1.13,1920,1080,No,Intel,2.7,Flash Storage,256,Intel,2049.0
Lenovo,Notebook,8,Windows 10,1.95,1920,1080,No,Intel,2.5,SSD,512,Intel,1962.99
LG,Ultrabook,16,Windows 10,1.08,1920,1080,Yes,Intel,2.7,SSD,512,Intel,2099.0
HP,Netbook,8,Windows 10,1.26,1920,1080,No,Intel,2.7,SSD,512,Intel,1483.0
Acer,Notebook,4,Chrome OS,2.2,1920,1080,No,Intel,1.5,Flash Storage,16,Intel,359.0
Lenovo,Notebook,8,Windows 10,2.6,1920,1080,No,Intel,2.3,"SSD, HDD",1152,Nvidia,789.0
LG,Ultrabook,8,Windows 10,0.98,1920,1080,Yes,Intel,2.7,SSD,512,Intel,1899.0
Dell,Notebook,8,Windows 10,1.6,1920,1080,No,Intel,2.8,SSD,256,Intel,1205.0
HP,Ultrabook,8,Windows 10,1.09,3840,2160,Yes,Intel,1.2,SSD,240,Intel,3100.0
Lenovo,Notebook,6,Windows 10,2.2,1920,1080,No,Intel,2.7,SSD,256,Nvidia,789.0
HP,Notebook,8,Windows 10,2.04,1920,1080,No,Intel,2.7,SSD,256,Nvidia,1018.99
Acer,Notebook,4,Windows 10,2.4,1920,1080,No,Intel,2.4,HDD,1024,Intel,499.0
Lenovo,Notebook,4,Windows 10,1.44,1920,1080,No,Intel,2.5,SSD,128,Intel,881.0
HP,Notebook,8,Windows 10,1.49,1920,1080,No,Intel,2.5,SSD,256,Intel,960.0
MSI,Gaming,16,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1599.0
Dell,Gaming,16,Windows 10,2.6,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1349.0
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,1119.91
Dell,Notebook,4,Windows 10,2.18,1366,768,No,Intel,2.5,HDD,1024,AMD,684.99
HP,Ultrabook,8,Windows 10,1.84,1920,1080,No,Intel,2.5,SSD,256,AMD,1296.99
HP,Ultrabook,8,Windows 10,1.39,3200,1800,Yes,Intel,2.7,SSD,256,Intel,1149.0
Toshiba,Notebook,16,Windows 10,2.4,1920,1080,No,Intel,2.6,SSD,256,Nvidia,1975.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1920,1080,Yes,Intel,2.5,SSD,512,Intel,1825.0
Dell,Notebook,4,Windows 10,1.95,1366,768,No,Intel,2.3,HDD,500,Intel,729.9
Lenovo,Ultrabook,8,Windows 10,1.36,1920,1080,No,Intel,2.7,SSD,256,Intel,1650.0
HP,Notebook,8,Windows 10,2.31,1920,1080,No,Intel,2.3,SSD,256,Intel,1165.0
Dell,Notebook,4,Windows 10,2.18,1366,768,No,Intel,2.5,HDD,1024,Intel,708.06
HP,Notebook,4,Windows 10,1.95,1366,768,No,Intel,2.3,HDD,500,Intel,1149.0
Lenovo,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.1,HDD,1024,Intel,309.0
HP,Ultrabook,4,Windows 10,1.26,1920,1080,No,Intel,2.3,HDD,500,Intel,1579.0
HP,Notebook,4,No OS,1.86,1366,768,No,Intel,1.6,HDD,1024,Intel,288.9
Lenovo,2 in 1 Convertible,16,Windows 10,1.3,3200,1800,Yes,Intel,2.2,SSD,1024,Intel,1799.0
Toshiba,Notebook,4,Windows 10,1.47,1920,1080,No,Intel,2.3,SSD,128,Intel,1105.0
HP,Netbook,8,Windows 10,1.26,1920,1080,No,Intel,2.3,SSD,256,Intel,1669.0
Dell,Notebook,4,Windows 10,2.18,1366,768,No,Intel,2.0,HDD,1024,Intel,558.6
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1199.0
Dell,Ultrabook,8,Windows 10,1.36,1920,1080,No,Intel,2.5,SSD,256,Intel,1639.0
Dell,Gaming,16,Windows 10,4.36,2560,1440,No,Intel,2.7,"SSD, HDD",1536,Nvidia,2758.0
HP,Gaming,8,Windows 10,2.75,1920,1080,No,Intel,2.3,"SSD, HDD",1152,Nvidia,1399.0
Asus,Notebook,4,Windows 10,2.8,1600,900,No,Intel,1.6,HDD,1024,Nvidia,530.0
Acer,Notebook,4,Windows 10,2.23,1366,768,No,Intel,2.5,HDD,500,Intel,619.0
Toshiba,Notebook,8,Windows 10,2.2,1366,768,No,Intel,2.3,SSD,256,Intel,1119.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.1,1920,1080,Yes,Intel,1.2,SSD,256,Intel,1299.0
Lenovo,Gaming,16,Windows 10,2.5,1920,1080,No,AMD,2.1,"SSD, HDD",1536,AMD,999.0
Dell,Ultrabook,8,Windows 10,1.36,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1472.2
Lenovo,Notebook,8,No OS,2.2,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,685.0
Dell,Notebook,4,Windows 10,2.36,1600,900,No,Intel,2.0,HDD,1024,AMD,659.0
Acer,Notebook,4,Chrome OS,1.68,1366,768,No,Intel,1.6,Flash Storage,32,Intel,349.0
HP,Workstation,8,Windows 10,2.0,1920,1080,No,Intel,2.7,SSD,8,Nvidia,2249.0
Dell,Ultrabook,8,Windows 10,1.36,1920,1080,No,Intel,2.8,SSD,256,Intel,1775.0
Toshiba,Notebook,8,Windows 7,1.2,1920,1080,No,Intel,2.3,SSD,256,Intel,1460.0
Asus,2 in 1 Convertible,8,Chrome OS,1.2,1920,1080,No,Intel,1.2,Flash Storage,64,Intel,1159.0
Lenovo,Ultrabook,8,Windows 10,1.7,1920,1080,No,Intel,2.6,SSD,256,Intel,1488.99
Dell,Gaming,16,Windows 10,4.36,3840,2160,No,Intel,2.8,"SSD, HDD",1536,Nvidia,3154.0
Dell,2 in 1 Convertible,8,Windows 10,1.24,1920,1080,Yes,Intel,1.2,SSD,256,Intel,1899.0
HP,2 in 1 Convertible,4,Windows 10,1.45,1366,768,Yes,Intel,1.1,SSD,256,Intel,775.0
Dell,Ultrabook,8,Windows 10,1.3,3200,1800,No,Intel,2.5,SSD,256,Intel,1268.0
Acer,2 in 1 Convertible,4,Chrome OS,1.25,1366,768,Yes,Intel,1.6,Flash Storage,32,Intel,389.0
Toshiba,Notebook,8,Windows 10,1.2,1920,1080,No,Intel,2.4,SSD,256,Intel,1535.0
Lenovo,Ultrabook,8,Windows 10,1.36,1920,1080,No,Intel,2.6,SSD,256,Intel,1760.0
Acer,Notebook,12,Windows 10,2.4,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,1009.0
Toshiba,Ultrabook,8,Windows 10,1.1,1920,1080,Yes,Intel,2.7,SSD,512,Intel,1790.0
HP,Notebook,8,Windows 10,2.04,1366,768,No,Intel,2.5,HDD,1024,Nvidia,846.5
Dell,Notebook,4,Linux,2.25,1366,768,No,Intel,2.0,HDD,1024,AMD,465.62
Dell,Notebook,4,Windows 10,1.9,1366,768,No,Intel,2.5,HDD,500,Intel,825.0
HP,Notebook,4,Windows 10,2.04,1920,1080,No,Intel,2.4,HDD,500,Intel,685.0
Dell,Gaming,32,Windows 10,4.42,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,3149.0
Lenovo,Notebook,6,Windows 10,2.4,1920,1080,No,Intel,2.5,SSD,256,Nvidia,695.0
Dell,2 in 1 Convertible,16,Windows 10,1.22,3200,1800,Yes,Intel,1.3,SSD,512,Intel,1899.0
Dell,Ultrabook,8,Windows 10,1.5,2560,1440,Yes,Intel,2.6,SSD,256,Intel,1962.98
Dell,Gaming,32,Windows 10,4.42,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,2800.0
Toshiba,Notebook,8,Windows 10,1.95,1920,1080,No,Intel,2.3,SSD,256,Intel,1180.0
Asus,Gaming,16,Windows 10,2.73,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2049.9
HP,Notebook,8,Windows 10,2.04,1920,1080,No,Intel,2.7,"SSD, HDD",1152,Nvidia,979.0
Lenovo,Notebook,4,Windows 7,1.7,1366,768,No,Intel,2.3,Hybrid,508,Intel,1002.0
Asus,2 in 1 Convertible,16,Windows 10,2.3,3840,2160,Yes,Intel,2.7,"SSD, HDD",2560,Nvidia,1799.0
HP,Notebook,6,Windows 10,2.04,1366,768,No,Intel,2.7,HDD,1024,Intel,579.0
Asus,Gaming,16,Windows 10,2.99,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1749.0
Dell,2 in 1 Convertible,12,Windows 10,2.19,1920,1080,Yes,Intel,2.7,SSD,512,Intel,1299.0
Toshiba,Notebook,4,Windows 7,1.2,1920,1080,No,Intel,2.3,SSD,128,Intel,1195.0
Lenovo,Notebook,6,Windows 10,2.2,1920,1080,No,AMD,3.6,SSD,256,AMD,549.0
Fujitsu,Notebook,4,Windows 10,2.3,1366,768,No,Intel,2.3,SSD,256,Intel,649.0
Toshiba,Notebook,4,Windows 10,1.75,1366,768,No,Intel,2.3,HDD,500,Intel,915.0
Dell,Notebook,4,Windows 10,2.25,1366,768,No,Intel,2.5,HDD,500,AMD,599.0
HP,Notebook,8,Windows 10,2.04,1920,1080,No,Intel,2.5,HDD,1024,Intel,806.0
Lenovo,Gaming,8,Windows 10,2.5,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1189.0
Dell,Notebook,8,Windows 10,2.36,1366,768,No,Intel,2.7,HDD,1024,AMD,749.0
Dell,Notebook,8,Windows 10,1.6,1920,1080,No,Intel,2.5,SSD,128,Intel,1119.0
HP,Netbook,8,Windows 10,0.97,1920,1080,No,Intel,1.2,SSD,512,Intel,1908.0
HP,Notebook,4,Windows 10,2.1,1920,1080,No,Intel,2.0,"SSD, HDD",1152,AMD,499.0
Lenovo,Notebook,4,No OS,1.9,1366,768,No,Intel,1.1,SSD,128,Intel,270.62
Lenovo,Notebook,8,Windows 10,2.3,1920,1080,No,Intel,2.3,SSD,256,Intel,1349.0
Dell,2 in 1 Convertible,8,Windows 10,1.68,1920,1080,Yes,Intel,2.5,SSD,256,Intel,889.0
Asus,Notebook,8,Windows 10,1.4,3200,1800,No,Intel,2.5,SSD,256,Intel,1150.0
HP,Ultrabook,8,Windows 10,1.11,1920,1080,Yes,Intel,2.7,SSD,256,Intel,1349.0
Acer,Notebook,4,Windows 10,2.4,1366,768,No,Intel,1.1,HDD,500,Intel,380.0
Asus,Gaming,16,Windows 10,2.5,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1799.0
HP,Ultrabook,8,Windows 10,1.48,1920,1080,No,Intel,2.7,SSD,512,Intel,2089.0
Acer,Gaming,8,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1260.0
HP,Notebook,8,Windows 10,1.34,1920,1080,No,Intel,2.5,SSD,256,Intel,1189.0
Dell,Notebook,4,Windows 10,2.18,1366,768,No,Intel,2.4,SSD,128,Intel,547.0
HP,Notebook,4,Windows 10,1.64,1366,768,No,Intel,2.5,HDD,500,Intel,779.0
Toshiba,Notebook,4,Windows 10,1.2,1920,1080,No,Intel,2.3,SSD,128,Intel,1195.0
HP,Notebook,4,Windows 10,1.48,1366,768,No,Intel,2.4,SSD,256,Intel,1099.99
HP,Notebook,4,Windows 10,1.95,1920,1080,No,Intel,2.5,SSD,256,Intel,1205.0
HP,Ultrabook,8,Windows 7,1.43,1920,1080,No,Intel,2.6,SSD,256,Intel,1449.0
HP,Notebook,8,Windows 10,1.64,1920,1080,No,Intel,2.5,SSD,256,Nvidia,1049.26
HP,Notebook,4,Windows 10,1.64,1366,768,No,Intel,2.4,HDD,500,Intel,684.0
Dell,Gaming,8,Windows 10,2.65,1920,1080,No,Intel,2.5,Hybrid,1024,Nvidia,949.0
HP,Ultrabook,4,Windows 10,1.26,1920,1080,No,Intel,2.5,HDD,500,Intel,1539.0
HP,Notebook,4,Windows 10,1.48,1920,1080,No,Intel,2.5,SSD,256,Intel,1590.0
HP,Ultrabook,8,Windows 10,1.54,1920,1080,No,Intel,2.5,SSD,256,Intel,1887.21
HP,Notebook,4,Windows 10,1.49,1366,768,No,Intel,2.4,HDD,500,Intel,800.0
Toshiba,Notebook,8,Windows 10,1.5,1366,768,No,Intel,2.3,SSD,256,Intel,1210.0
